ID,Parent,Dependent
a0f87f72-351a-46db-918e-04e009e57c63,False,Var1
8e4c8353-f6ed-4fda-a020-5380f90b7d07,False,Var1
9a7134de-dc13-46dc-a87e-4ce8ba9eef09,False,Var2
3565db28-ed5a-47fd-9006-a18d64b98735,False,Var2
041b352f-0265-4f3f-9164-0b09f3771dfe,False,Var1
800706f5-39fb-495d-b17a-acbe2ef22bc6,False,Var1
c5fb6254-38cd-4521-9a90-b2ee73cb555d,True,Control
25f2ca38-a2bf-4fd5-b218-60821b8e2e23,True,Control
b00008ec-6b43-4d08-b5fc-813931ef20c2,False,Var1
580d337e-baf1-4374-b24b-f0b3b51f2ede,False,Var2
5795895f-1381-427f-8b43-61b65016f364,True,Control
bb070b6f-cc41-4cab-af55-0240d447e83e,False,Var1
626ecff5-b435-44ee-a35b-a6bb43698c52,True,Control
9975d1d5-9ccb-47bb-9805-0af618755581,True,Control
1e509e96-4d3b-42c3-a2b6-c5d80c48c0b3,False,Var2
8aaeebfa-7cb8-4bf5-bfe0-d0c185692006,True,Control
374e79b8-cd49-4593-aeaf-9ecd8bef8827,False,Var2
2e4f88c0-28a8-4e14-87e3-53620e08a0d9,False,Var2
576996c0-81a6-4e06-86f7-9c1e58b4ad19,False,Var1
7fa621d8-2711-4a0c-afc2-202738eb80fe,False,Var1
ab9670e1-96e1-4dc2-bcae-c080c96faffc,False,Var2
47260f55-5e23-4ccf-b473-e00c3cf5ba08,False,Var1
d3350136-bdef-42d8-b09c-1f4d92e1e4e4,True,Control
ad50af15-224b-4962-bedb-4c154b13f188,True,Control
104ec896-3cef-44bf-9d7d-468bc68edacd,True,Control
cd6b8002-ba62-4e72-8490-2cdcd89bdefe,True,Control
4f67c601-16ed-4983-a737-76fce58e8a74,False,Var2
dd6b5248-24f4-42ab-902f-c6581b0a53a8,False,Var2
6d9c7255-6c6f-4d78-9682-6aaae11fb1cf,True,Control
47e1c44c-7eb1-47de-ac70-f22f19622632,False,Var1
61614097-ea2c-4896-ac2e-500165e49bab,True,Control
aa750d65-111a-49f5-a050-1319b795fbd6,True,Control
55b2d120-ea6b-4fbd-9a4c-f8b8da4e95a7,True,Control
30c76a26-89dd-4a45-b071-f1e56b9b3db4,True,Control
746c159d-4aeb-45a5-8ee7-9a641726f905,True,Control
96c42820-640f-4f96-ba1a-e842e0a4d3e0,True,Control
689d6e9f-2b24-4b4c-811d-8399d1dcf474,True,Control
c65fe8b1-9564-4ea0-8c9a-e2001c4cbb44,True,Control
8ad84bc5-a56e-4341-a63f-98463caab540,False,Var2
63c0252c-9390-48df-a3dd-5fd0bf365278,True,Control
09b38120-6697-40bd-a64c-c3e14b204651,True,Control
953dbc44-2faa-4b8b-b342-183bcc790021,True,Control
3ac02864-86b2-4bea-b578-6ae1f4a91a55,False,Var1
45b113b5-508b-4a56-b2ab-f0bf442fcd4b,True,Control
8e4e9a78-aa0b-4e8e-ac50-5a78bdf1f612,False,Var2
413c297a-0c5a-431b-8196-796cb81c6de7,True,Control
62076a98-5d5f-4949-92e3-ee14ac7e93cb,False,Var1
2871aeef-b2f6-4f38-8b05-00edacacb692,False,Var1
f3e98c1e-d35c-4581-977b-7ed6d9ddacfa,False,Var1
d007514f-da20-4e57-bedc-7c4f05d939b4,True,Control
257523a5-d0f2-4d88-a5dc-6489675a1289,False,Var2
c56cb902-1681-4afe-8d93-57c89b3c8bfc,False,Var2
d7261b76-9aae-4e20-b1ec-d75ca1163d1a,True,Control
b1227678-9722-42b3-b3fa-7174ab96d9a6,False,Var1
2a76aeb8-b47b-49fd-9494-ac6e49e66c98,True,Control
3837160c-e23a-42eb-b23d-4ee15f43e37b,True,Control
ad39a094-9487-4200-99a8-a22c3b2874a9,True,Control
04168442-59c6-4e8f-ad19-c9b2aa3431eb,False,Var2
c9930e4e-e485-45e2-9e99-0e8d5c286789,True,Control
0940679a-d248-4274-81c4-505c89a1df04,False,Var1
c0ee9343-59a1-41e4-b91f-6b06dc029be6,False,Var1
b98b8938-aed2-44a9-9c90-7ea97df10f0b,True,Control
0da7310d-0f23-43d5-9a05-1404f23fe6ac,True,Control
8410406d-c5c4-4bb1-abb7-ae93d8f23ceb,False,Var2
c38bc41f-accd-4249-8166-64c4d621153c,False,Var1
47deff45-468e-45ba-ac14-7a60ae854ae6,True,Control
dcc21538-9fee-41e8-93c0-b4831f1a7560,True,Control
51201921-e0f7-41fb-8b48-b5b6c91e98bd,True,Control
4e37bbfe-7edb-4a36-a5b9-88a66be42ccf,False,Var1
84b26bbb-0e70-407a-9a44-ef76e062b168,True,Control
0cb3c4a3-ddce-40fd-bbc2-9bf67d68b25a,False,Var2
bd77f105-9b62-4491-8e99-5fb8aa9eacdf,False,Var1
e62327aa-3a51-434d-9b1b-281a6672ec1c,False,Var2
a51fc250-34aa-45a2-92da-f9d8b42e76aa,True,Control
6cd80bfa-1e00-46b4-800e-39a6b781f526,False,Var1
bf488125-67f9-4e54-8f2d-d856834840cd,False,Var2
2322c09e-7ab5-4689-bcb6-14f18bdd4821,False,Var2
abe853ca-3a46-483e-9141-f5da256cf04b,True,Control
ad4dda74-e1b2-43bc-87b3-a032cb7f6d76,False,Var1
f258fe85-7e39-4ee6-b43c-b4ddfd88cfcf,True,Control
85ca6b9e-5428-461a-9762-56b9f63afb36,True,Control
bae5503f-c2b3-4537-b85f-36a9a3a7c2c6,True,Control
7b38125f-0ada-4174-b1b8-b3d575e35565,False,Var1
64ea2209-25ca-4ff2-b81e-f4b3892698f3,False,Var1
83db2207-183a-4007-bb79-8fc1bc725ead,True,Control
5000d753-3029-428f-8cd8-a944ad8573de,True,Control
5b8f836e-9b50-45ea-a0a4-a1794106b045,False,Var1
6bf50c7c-a725-474e-98dc-a046127a796d,False,Var1
4ebe7ceb-5ab4-4111-b69b-f3247cd182aa,False,Var1
b29a8c2f-d820-4ea8-8482-a778d2bd21c1,False,Var1
9b77f640-d76d-434f-9105-44e02a5e8cf1,True,Control
d48d0ea4-43c8-4805-b4f4-5e16353f888a,True,Control
b0c24fd3-b188-4ff2-bb42-3e0f73fb4d22,True,Control
115dd0c6-aeb8-4f9d-a3e1-f1fec389c178,False,Var1
ad5dade7-73b3-482c-930b-85a17a8807af,False,Var1
3986441b-34d6-4516-a0aa-a4e76cfd9423,True,Control
af4ef1b8-5454-48e4-a8f4-1d9dcbc7081c,True,Control
cfe8aaa6-629a-4736-b6d8-a769f0714629,True,Control
7a5ae97c-1dc4-4e22-9e3a-7d7e45806a46,False,Var2
039508da-484f-4cd4-af9d-11ccb5af197e,True,Control
9896ee70-094a-4100-9c19-40892163c077,True,Control
9e7cbf7b-7f0d-4bff-9521-2eff5fac150b,False,Var1
444fecd3-e4c5-4812-958d-50bd99927826,True,Control
cf18a526-c82a-4de3-a90d-c4fcfaf03169,True,Control
d198abd2-3e79-47b2-9a34-39c50b6323a6,False,Var2
ae3d72ea-835c-4bd1-b5a4-040383d9a206,True,Control
d8a126d8-1cb6-434c-887e-63d1abeb5e3f,False,Var1
4e3c9b43-b87a-4733-a941-809788d1bd94,False,Var2
0cef5c29-92e3-4a1e-95a2-541eb69a9141,False,Var1
5d906064-6f8f-4c20-a89a-a49dd9a52f9e,True,Control
f678f06c-c4c5-4c5b-acdf-846eac49909a,True,Control
22faaa44-2abb-49cd-a5d7-f4f95fe1c0b9,False,Var1
74a6b043-2b2c-4f07-840a-79f3f38a5bbd,True,Control
1fafe5c9-3366-4664-b459-087e3f040b09,True,Control
6e2139f5-72e3-42cc-80f0-3a94ee0853d5,True,Control
b098859a-1718-46f3-bf1f-bda447c44228,True,Control
70a2b711-46ee-4991-af1c-408008b2e5a2,False,Var1
fad738c9-12ee-4a80-bae6-13177fe42fa6,True,Control
9924d2a3-863e-4611-8074-51940a195b76,True,Control
8b591458-4e08-4e6b-b46a-f9cb0b91d080,True,Control
3888374b-97b7-4f61-b2a1-362d3ef756b1,False,Var1
9fb68cbd-4d97-42bb-aa28-0dab2e05c062,False,Var2
41f2f470-a0ea-40b9-9fcd-f1aadd84e780,False,Var2
f4cf188c-82f8-4af5-a20b-fe90c0014575,True,Control
f43de4f4-818e-4ccf-9caa-5e49008ced40,True,Control
ec44cb7a-e7c6-49be-907c-55829f45253a,True,Control
f184866f-5729-438b-b989-4619c2e5e9a3,True,Control
9eede9c3-b077-4d9b-a152-1de7b37d748c,True,Control
0aee629b-4aea-44d4-854a-7b6f2c62725b,True,Control
184ffa38-454f-416c-b492-abc5c76c70b4,False,Var2
af558690-c21b-4a30-93ad-37eda4875756,True,Control
46902187-1a53-49c2-bd6e-71404b14941f,True,Control
9433edca-8e68-4edb-8438-302f36266a76,True,Control
873fb6de-d98c-40f4-8a53-c8412c1b1b5a,True,Control
a44cc47a-2988-490b-b284-ef3a8d51433b,False,Var1
cc637d4d-f7fb-442b-8b4f-d30aac6557e9,False,Var1
a24312d5-81fc-4fdf-a770-3f51f6e934e0,False,Var1
38e91f31-3ca9-44fb-91a6-45e54e019a5b,True,Control
64ea2b18-cbbf-42dc-bbd5-32bbd6815bff,False,Var1
50ef80ae-a07e-4da6-8b27-d98645298c7c,True,Control
2ba89373-a0a2-4137-85ee-fda9d6084701,False,Var2
cdb12ae4-536f-4fb3-a062-754df6ff87eb,False,Var1
fdb4e6f0-3a27-494a-a445-43be7f1f9b05,False,Var2
ad6c5ac3-d361-475d-a238-f55c04bcefc1,False,Var2
9b4ccc54-bb40-4f47-a9a4-75c59753df86,True,Control
5530b86f-0de0-4038-9c1d-59d6e2c3d447,False,Var1
9e67e6bb-1539-4c20-a507-8c6b2909372e,True,Control
af68b458-d6f9-445b-8310-6c7d4742bc59,True,Control
a80e32a9-afba-45dd-9925-7dd9b4f359f9,False,Var1
2d4a0351-03fa-4dd8-84df-1ecaf4f4a24d,True,Control
dd7be6c0-977d-4e0c-bc1d-e343050ddf36,True,Control
d0cb84fa-a7bf-43c3-abd7-ad836d0bbb6f,False,Var1
1bcab12c-aaff-4313-a30c-54e6ef4b833a,False,Var2
49c14f3d-1e4d-478a-ba4f-b1b8b053e23f,True,Control
87027b20-78bd-436a-acac-73e0be4deaaa,False,Var2
420e313b-fa1e-4c4d-8c40-32c0aef0d99f,False,Var2
ab412d0f-9280-47ca-9587-9368d9f36331,True,Control
c5fb46fe-f854-4238-bb87-446b48c66a91,True,Control
6a18862b-061d-48a0-a51b-29591a27774c,False,Var2
e9158976-4bad-4c3c-9ce5-68584b2a272b,False,Var1
836bd869-d0ba-4aa8-b7ea-7d5e260e5841,True,Control
9d18879d-2e05-48ab-b8bd-64ec3fb0fe0b,False,Var2
e4fb15b1-2465-42e9-bc21-462e9ea31ffd,False,Var2
13983953-4bdb-4483-8fbe-8d46fdee2546,False,Var2
1429aac8-f233-47c6-985c-e2b3dbcf0d2b,False,Var2
f6b09f19-fc7b-4f71-998b-2d22a856347f,True,Control
17594011-a7bd-4d9a-897b-0b0f3ec04ed5,True,Control
0dc20f17-1083-4eb7-aa23-887f57fe9dcb,False,Var2
1648750a-435c-493a-a746-7743641dbec6,False,Var1
0c729bf8-1d45-44b4-a6dc-2a3d67378d8e,True,Control
f6d31025-8f1c-4433-9e5a-f0158dcfae00,False,Var2
d418bb1d-e0f7-476b-a013-3efcc727abc6,False,Var2
6b6609a2-a0ae-4ccb-93d1-2f5ee655eeed,False,Var2
6593be6d-5103-4ca8-8ceb-63411085148b,False,Var1
ae4d3de8-3426-4608-bf3d-efb67e5e3947,True,Control
1ded3ad8-389c-40bc-8dc1-6949f7a4d66a,True,Control
ebf5c838-5ebd-4054-a764-eef45b11223d,True,Control
f693d97b-6576-4392-bd67-0a3b3deffd22,False,Var1
55785fc6-16ab-41fb-b946-8b4c31b5476e,False,Var2
db0455eb-c1c8-427a-865c-c7bfb339d7d7,False,Var1
5d4c65f9-435a-4690-a9eb-06390d97b860,False,Var1
ca6179d5-e35d-47d4-9050-8f845df49690,False,Var2
e5319ff0-87e0-456a-990e-dce405614181,True,Control
a58a2f9d-a3e4-4774-b8d9-e6c1a19f14e9,True,Control
db066322-3fea-4c58-aa0c-ec1165845111,True,Control
96fe6f18-e1e2-413a-b950-b3a301e3c32a,False,Var2
09359b07-a654-4743-97bc-874ecc87b91f,False,Var2
5c07ea31-2473-462c-8374-6e6bd83b41ec,False,Var1
0b4f1adf-99e4-4fee-927d-9bf31272780b,True,Control
2ba88b39-89cb-455e-8824-74c45d25237e,True,Control
f82d523a-e970-451b-ab31-cc9f346bb168,False,Var2
46b8fe53-60a9-4126-a74e-f675791dd0d4,False,Var1
f13000c6-528f-492d-a2b5-002706831c9a,False,Var1
718271b7-c66a-4ec6-91c2-25dd80e1be61,False,Var1
